drug,reaction,report_count,ROR,CI_lower,CI_upper,drug_reaction
TOPROL XL,ANAEMIA,3,5.22,1.57,17.42,TOPROL XL + ANAEMIA
OMEPRAZOLE,HAEMOGLOBIN DECREASED,12,5.22,2.83,9.6,OMEPRAZOLE + HAEMOGLOBIN DECREASED
CLONAZEPAM,HAEMOGLOBIN DECREASED,3,5.21,1.58,17.12,CLONAZEPAM + HAEMOGLOBIN DECREASED
ATENOLOL,GAIT DISTURBANCE,3,5.2,1.6,16.87,ATENOLOL + GAIT DISTURBANCE
XANAX,SOMNOLENCE,3,5.19,1.6,16.86,XANAX + SOMNOLENCE
PANTOPRAZOLE,PYREXIA,4,5.19,1.85,14.58,PANTOPRAZOLE + PYREXIA
TYLENOL,PYREXIA,4,5.19,1.85,14.58,TYLENOL + PYREXIA
PLAVIX,WEIGHT INCREASED,5,5.18,2.06,13.05,PLAVIX + WEIGHT INCREASED
XANAX,INSOMNIA,4,5.17,1.85,14.47,XANAX + INSOMNIA
ALLOPURINOL,WHITE BLOOD CELL COUNT DECREASED,3,5.16,1.58,16.81,ALLOPURINOL + WHITE BLOOD CELL COUNT DECREASED
GABAPENTIN,PLATELET COUNT DECREASED,6,5.16,2.21,12.04,GABAPENTIN + PLATELET COUNT DECREASED
VITAMIN C,PLATELET COUNT DECREASED,3,5.15,1.57,16.92,VITAMIN C + PLATELET COUNT DECREASED
VITAMIN D3,PLATELET COUNT DECREASED,3,5.15,1.57,16.92,VITAMIN D3 + PLATELET COUNT DECREASED
LISINOPRIL,BLOOD COUNT ABNORMAL,4,5.15,1.84,14.38,LISINOPRIL + BLOOD COUNT ABNORMAL
ALLOPURINOL,MUSCLE SPASMS,6,5.14,2.21,11.97,ALLOPURINOL + MUSCLE SPASMS
VITAMIN C,ANAEMIA,4,5.14,1.81,14.6,VITAMIN C + ANAEMIA
PARACETAMOL,DRUG INTERACTION,5,5.12,2.04,12.87,PARACETAMOL + DRUG INTERACTION
JAKAFI,THROMBOCYTOPENIA,23,5.12,2.98,8.81,JAKAFI + THROMBOCYTOPENIA
YAZ,CHEST PAIN,3,5.12,1.57,16.66,YAZ + CHEST PAIN
VITAMIN D,HYPERHIDROSIS,3,5.12,1.58,16.61,VITAMIN D + HYPERHIDROSIS
COMBIVENT,DRUG INEFFECTIVE,5,5.12,1.9,13.76,COMBIVENT + DRUG INEFFECTIVE
SIMVASTATIN,MUSCLE SPASMS,5,5.11,2.04,12.84,SIMVASTATIN + MUSCLE SPASMS
LEVOTHYROXINE,PLATELET COUNT DECREASED,9,5.11,2.55,10.28,LEVOTHYROXINE + PLATELET COUNT DECREASED
TECFIDERA,STRESS,3,5.11,1.54,16.99,TECFIDERA + STRESS
JAKAFI,TENDERNESS,3,5.11,1.14,22.86,JAKAFI + TENDERNESS
JAKAFI,HYPERSOMNIA,3,5.11,1.14,22.86,JAKAFI + HYPERSOMNIA
TYLENOL,ASTHENIA,5,5.1,2.01,12.99,TYLENOL + ASTHENIA
ASPIRIN,POLLAKIURIA,3,5.1,1.51,17.26,ASPIRIN + POLLAKIURIA
LETAIRIS,BRONCHITIS,28,5.08,2.99,8.65,LETAIRIS + BRONCHITIS
PREDNISONE.,DRUG INEFFECTIVE,6,5.08,2.06,12.53,PREDNISONE. + DRUG INEFFECTIVE
AMPYRA,FATIGUE,4,5.08,1.7,15.15,AMPYRA + FATIGUE
JAKAFI,WEIGHT INCREASED,61,5.07,3.63,7.09,JAKAFI + WEIGHT INCREASED
LASIX,HAEMORRHAGE,3,5.07,1.56,16.45,LASIX + HAEMORRHAGE
ADCIRCA,SINUSITIS,8,5.06,2.4,10.71,ADCIRCA + SINUSITIS
LIPITOR,MELAENA,4,5.06,1.65,15.58,LIPITOR + MELAENA
LYRICA,FEELING ABNORMAL,10,5.06,2.6,9.83,LYRICA + FEELING ABNORMAL
ADCIRCA,UNEVALUABLE EVENT,13,5.03,2.78,9.09,ADCIRCA + UNEVALUABLE EVENT
FISH OIL,WEIGHT INCREASED,5,5.03,2.0,12.65,FISH OIL + WEIGHT INCREASED
PREDNISOLONE,ANXIETY,3,5.03,1.55,16.35,PREDNISOLONE + ANXIETY
LEVOTHYROXINE,THROMBOCYTOPENIA,3,5.03,1.55,16.35,LEVOTHYROXINE + THROMBOCYTOPENIA
ZOLOFT,ANXIETY,3,5.03,1.55,16.35,ZOLOFT + ANXIETY
POTASSIUM,WEIGHT INCREASED,3,5.02,1.54,16.4,POTASSIUM + WEIGHT INCREASED
BABY ASPIRIN,ANAEMIA,3,5.02,1.51,16.71,BABY ASPIRIN + ANAEMIA
PREDNISONE.,ANAEMIA,3,5.02,1.51,16.71,PREDNISONE. + ANAEMIA
TYSABRI,ASTHENIA,11,5.02,2.65,9.49,TYSABRI + ASTHENIA
SOVALDI,DYSPNOEA,3,5.02,1.39,18.03,SOVALDI + DYSPNOEA
BRILINTA,DYSPNOEA,3,5.02,1.39,18.03,BRILINTA + DYSPNOEA
EFFEXOR,DIZZINESS,4,5.01,1.72,14.63,EFFEXOR + DIZZINESS
REVATIO,NASAL CONGESTION,11,5.01,2.65,9.47,REVATIO + NASAL CONGESTION
IRON,PLATELET COUNT DECREASED,3,5.01,1.53,16.43,IRON + PLATELET COUNT DECREASED
LISINOPRIL,WRONG TECHNIQUE IN DRUG USAGE PROCESS,3,5.0,1.54,16.3,LISINOPRIL + WRONG TECHNIQUE IN DRUG USAGE PROCESS
SYNTHROID,CONTUSION,5,5.0,1.99,12.55,SYNTHROID + CONTUSION
PLAVIX,NASOPHARYNGITIS,5,5.0,1.99,12.59,PLAVIX + NASOPHARYNGITIS
FOLIC ACID,HYPOAESTHESIA,5,5.0,1.99,12.55,FOLIC ACID + HYPOAESTHESIA
FOLIC ACID,LOSS OF CONSCIOUSNESS,4,5.0,1.79,13.93,FOLIC ACID + LOSS OF CONSCIOUSNESS
OMEPRAZOLE,SWELLING FACE,3,5.0,1.53,16.34,OMEPRAZOLE + SWELLING FACE
LOSARTAN,PYREXIA,5,5.0,1.98,12.6,LOSARTAN + PYREXIA
SPIRIVA,VISION BLURRED,3,4.99,1.54,16.17,SPIRIVA + VISION BLURRED
METHOTREXATE,LOCAL SWELLING,3,4.99,1.54,16.18,METHOTREXATE + LOCAL SWELLING
ENBREL,INFLUENZA,3,4.99,1.54,16.15,ENBREL + INFLUENZA
NEXIUM,OFF LABEL USE,4,4.98,1.78,13.93,NEXIUM + OFF LABEL USE
LISINOPRIL,PARAESTHESIA,5,4.98,1.98,12.51,LISINOPRIL + PARAESTHESIA
PLAVIX,GAIT DISTURBANCE,3,4.98,1.54,16.12,PLAVIX + GAIT DISTURBANCE
PRILOSEC,PYREXIA,4,4.97,1.77,13.95,PRILOSEC + PYREXIA
LISINOPRIL,ANAEMIA,13,4.97,2.76,8.95,LISINOPRIL + ANAEMIA
CARDIZEM,FATIGUE,3,4.97,1.41,17.5,CARDIZEM + FATIGUE
TOPROL XL,NAUSEA,4,4.96,1.71,14.39,TOPROL XL + NAUSEA
GABAPENTIN,OFF LABEL USE,5,4.96,1.97,12.47,GABAPENTIN + OFF LABEL USE
LISINOPRIL.,TYPE 2 DIABETES MELLITUS,4,4.96,1.65,14.89,LISINOPRIL. + TYPE 2 DIABETES MELLITUS
ZETIA,TYPE 2 DIABETES MELLITUS,4,4.96,1.65,14.89,ZETIA + TYPE 2 DIABETES MELLITUS
TYSABRI,URINARY TRACT INFECTION,4,4.96,1.78,13.8,TYSABRI + URINARY TRACT INFECTION
METFORMIN,RENAL FAILURE ACUTE,3,4.96,1.52,16.11,METFORMIN + RENAL FAILURE ACUTE
DOXORUBICIN,NAUSEA,3,4.95,1.45,16.89,DOXORUBICIN + NAUSEA
CODEINE,NAUSEA,3,4.95,1.45,16.89,CODEINE + NAUSEA
ATORVASTATIN CALCIUM,TYPE 2 DIABETES MELLITUS,3,4.95,1.39,17.6,ATORVASTATIN CALCIUM + TYPE 2 DIABETES MELLITUS
TYSABRI,PAIN IN EXTREMITY,7,4.95,2.26,10.84,TYSABRI + PAIN IN EXTREMITY
TYVASO,OROPHARYNGEAL PAIN,4,4.94,1.75,13.88,TYVASO + OROPHARYNGEAL PAIN
ZOFRAN,VOMITING,3,4.93,1.49,16.35,ZOFRAN + VOMITING
SINGULAIR,OVERDOSE,3,4.93,1.51,16.07,SINGULAIR + OVERDOSE
REVLIMID,CONSTIPATION,3,4.93,1.52,15.95,REVLIMID + CONSTIPATION
AMLODIPINE,BLOOD PRESSURE INCREASED,3,4.92,1.52,15.98,AMLODIPINE + BLOOD PRESSURE INCREASED
FISH OIL,ANXIETY,4,4.92,1.77,13.7,FISH OIL + ANXIETY
ACYCLOVIR,DIARRHOEA,3,4.91,1.44,16.67,ACYCLOVIR + DIARRHOEA
PROTONIX,WEIGHT INCREASED,3,4.9,1.5,16.0,PROTONIX + WEIGHT INCREASED
LYRICA,VISION BLURRED,5,4.9,1.94,12.36,LYRICA + VISION BLURRED
SYNTHROID,PLATELET COUNT DECREASED,9,4.89,2.44,9.81,SYNTHROID + PLATELET COUNT DECREASED
PRILOSEC,DIARRHOEA,7,4.89,2.19,10.92,PRILOSEC + DIARRHOEA
LETAIRIS,DYSPNOEA EXERTIONAL,17,4.88,2.48,9.57,LETAIRIS + DYSPNOEA EXERTIONAL
LETAIRIS,COUGH,99,4.87,3.68,6.45,LETAIRIS + COUGH
ADVAIR,ARTHRALGIA,3,4.87,1.5,15.84,ADVAIR + ARTHRALGIA
REVATIO,FLUID RETENTION,9,4.87,2.42,9.8,REVATIO + FLUID RETENTION
TYLENOL,ANAEMIA,5,4.87,1.91,12.38,TYLENOL + ANAEMIA
PANTOPRAZOLE,ANAEMIA,5,4.87,1.91,12.38,PANTOPRAZOLE + ANAEMIA
SPIRONOLACTONE,VOMITING,4,4.86,1.72,13.75,SPIRONOLACTONE + VOMITING
LETAIRIS,PRODUCTIVE COUGH,9,4.86,1.93,12.26,LETAIRIS + PRODUCTIVE COUGH
TYVASO,NASOPHARYNGITIS,12,4.86,2.64,8.93,TYVASO + NASOPHARYNGITIS
CITALOPRAM,SOMNOLENCE,3,4.86,1.5,15.74,CITALOPRAM + SOMNOLENCE
LETAIRIS,OCULAR HYPERAEMIA,8,4.86,1.82,12.96,LETAIRIS + OCULAR HYPERAEMIA
VITAMIN D,GASTROINTESTINAL HAEMORRHAGE,3,4.86,1.5,15.74,VITAMIN D + GASTROINTESTINAL HAEMORRHAGE
LETAIRIS,PAIN IN JAW,6,4.85,1.56,15.06,LETAIRIS + PAIN IN JAW
VENTAVIS,NASOPHARYNGITIS,3,4.85,1.48,15.84,VENTAVIS + NASOPHARYNGITIS
TYSABRI,ANXIETY,6,4.85,2.09,11.26,TYSABRI + ANXIETY
HYDROXYZINE,DRUG INEFFECTIVE,3,4.84,1.36,17.22,HYDROXYZINE + DRUG INEFFECTIVE
TACROLIMUS,DRUG INEFFECTIVE,3,4.84,1.36,17.22,TACROLIMUS + DRUG INEFFECTIVE
CLONIDINE,DRUG INEFFECTIVE,3,4.84,1.36,17.22,CLONIDINE + DRUG INEFFECTIVE
ALLOPURINOL.,DRUG INEFFECTIVE,3,4.84,1.36,17.22,ALLOPURINOL. + DRUG INEFFECTIVE
SIMVASTATIN,DEHYDRATION,3,4.84,1.49,15.71,SIMVASTATIN + DEHYDRATION
AMBIEN,HAEMOGLOBIN DECREASED,4,4.84,1.73,13.57,AMBIEN + HAEMOGLOBIN DECREASED
LEVOTHYROXINE,CHEST DISCOMFORT,3,4.84,1.49,15.71,LEVOTHYROXINE + CHEST DISCOMFORT
JAKAFI,SKIN LESION,12,4.84,2.3,10.15,JAKAFI + SKIN LESION
DEPAKOTE,INCORRECT DOSE ADMINISTERED,3,4.83,1.49,15.72,DEPAKOTE + INCORRECT DOSE ADMINISTERED
OMEPRAZOLE,HYPOAESTHESIA,6,4.83,2.07,11.23,OMEPRAZOLE + HYPOAESTHESIA
CALCIUM,CONTUSION,3,4.82,1.49,15.61,CALCIUM + CONTUSION
TYLENOL,PRURITUS,3,4.82,1.48,15.69,TYLENOL + PRURITUS
ATORVASTATIN,PYREXIA,6,4.82,2.07,11.23,ATORVASTATIN + PYREXIA
SYNTHROID,THROMBOCYTOPENIA,3,4.82,1.48,15.65,SYNTHROID + THROMBOCYTOPENIA
SPIRONOLACTONE,ASTHENIA,4,4.82,1.7,13.61,SPIRONOLACTONE + ASTHENIA
KEPPRA,PYREXIA,3,4.81,1.47,15.77,KEPPRA + PYREXIA
OMEPRAZOLE.,HEADACHE,4,4.81,1.64,14.15,OMEPRAZOLE. + HEADACHE
NORCO,HEADACHE,4,4.81,1.64,14.15,NORCO + HEADACHE
LASIX,GASTROINTESTINAL HAEMORRHAGE,3,4.81,1.48,15.58,LASIX + GASTROINTESTINAL HAEMORRHAGE
XELJANZ,HEADACHE,3,4.8,1.38,16.66,XELJANZ + HEADACHE
NEXIUM,ANAEMIA,6,4.8,2.04,11.26,NEXIUM + ANAEMIA
ATIVAN,DIZZINESS,4,4.8,1.65,13.94,ATIVAN + DIZZINESS
METOPROLOL,CHEST DISCOMFORT,3,4.8,1.48,15.57,METOPROLOL + CHEST DISCOMFORT
CYMBALTA,DRUG INTERACTION,3,4.79,1.47,15.57,CYMBALTA + DRUG INTERACTION
SIMVASTATIN,PARAESTHESIA,4,4.78,1.72,13.29,SIMVASTATIN + PARAESTHESIA
SIMVASTATIN,HYPERTENSION,4,4.78,1.72,13.29,SIMVASTATIN + HYPERTENSION
NEXIUM,ABDOMINAL PAIN,4,4.77,1.71,13.33,NEXIUM + ABDOMINAL PAIN
PREDNISOLONE,PYREXIA,4,4.77,1.7,13.37,PREDNISOLONE + PYREXIA
ONDANSETRON,NAUSEA,4,4.76,1.65,13.77,ONDANSETRON + NAUSEA
RANITIDINE,VOMITING,3,4.76,1.44,15.75,RANITIDINE + VOMITING
AVONEX,CHILLS,3,4.76,1.46,15.47,AVONEX + CHILLS
COUMADIN,OEDEMA PERIPHERAL,4,4.76,1.71,13.24,COUMADIN + OEDEMA PERIPHERAL
CYMBALTA,FEELING ABNORMAL,3,4.75,1.46,15.44,CYMBALTA + FEELING ABNORMAL
AMLODIPINE,LOCAL SWELLING,3,4.75,1.47,15.41,AMLODIPINE + LOCAL SWELLING
ALLOPURINOL,ARTHRALGIA,7,4.74,2.17,10.38,ALLOPURINOL + ARTHRALGIA
ATENOLOL,FALL,5,4.74,1.88,11.94,ATENOLOL + FALL
TECFIDERA,NAUSEA,28,4.73,3.13,7.16,TECFIDERA + NAUSEA
CITALOPRAM,VOMITING,6,4.73,2.02,11.08,CITALOPRAM + VOMITING
PLAVIX,DRUG INTERACTION,4,4.73,1.7,13.17,PLAVIX + DRUG INTERACTION
FISH OIL,NAUSEA,10,4.72,2.4,9.28,FISH OIL + NAUSEA
RITUXIMAB,ABDOMINAL PAIN,3,4.72,1.45,15.39,RITUXIMAB + ABDOMINAL PAIN
SINGULAIR,ABDOMINAL PAIN,3,4.72,1.45,15.39,SINGULAIR + ABDOMINAL PAIN
PARAGARD 380A,ABDOMINAL PAIN,3,4.72,1.45,15.39,PARAGARD 380A + ABDOMINAL PAIN
ALLOPURINOL,CONTUSION,5,4.72,1.88,11.83,ALLOPURINOL + CONTUSION
PRAVASTATIN,ASTHENIA,3,4.72,1.43,15.6,PRAVASTATIN + ASTHENIA
LIPITOR,CATARACT,6,4.71,1.89,11.72,LIPITOR + CATARACT
DIANEAL LOW CALCIUM,LOCAL SWELLING,5,4.71,1.86,11.89,DIANEAL LOW CALCIUM + LOCAL SWELLING
KLONOPIN,MALAISE,3,4.7,1.4,15.81,KLONOPIN + MALAISE
NORVASC,OEDEMA PERIPHERAL,3,4.7,1.45,15.25,NORVASC + OEDEMA PERIPHERAL
HYDROCHLOROTHIAZIDE,DRUG INTERACTION,3,4.7,1.45,15.26,HYDROCHLOROTHIAZIDE + DRUG INTERACTION
AMLODIPINE,DRUG INTERACTION,6,4.7,2.02,10.91,AMLODIPINE + DRUG INTERACTION
SINGULAIR,COUGH,4,4.69,1.67,13.21,SINGULAIR + COUGH
ALEVE,NAUSEA,3,4.69,1.38,15.93,ALEVE + NAUSEA
LISINOPRIL,CONTUSION,5,4.68,1.87,11.73,LISINOPRIL + CONTUSION
HYDROXYUREA,HEADACHE,6,4.68,1.94,11.27,HYDROXYUREA + HEADACHE
DIANEAL LOW CALCIUM,CEREBROVASCULAR ACCIDENT,6,4.67,2.0,10.9,DIANEAL LOW CALCIUM + CEREBROVASCULAR ACCIDENT
JAKAFI,EPISTAXIS,27,4.67,2.85,7.63,JAKAFI + EPISTAXIS
AUBAGIO,DIARRHOEA,3,4.66,1.38,15.77,AUBAGIO + DIARRHOEA
LEXAPRO,HAEMOGLOBIN DECREASED,3,4.66,1.42,15.24,LEXAPRO + HAEMOGLOBIN DECREASED
ACETAMINOPHEN,HAEMOGLOBIN DECREASED,3,4.66,1.42,15.24,ACETAMINOPHEN + HAEMOGLOBIN DECREASED
MIRENA,OFF LABEL USE,4,4.66,1.67,12.98,MIRENA + OFF LABEL USE
REVATIO,DYSPNOEA EXERTIONAL,3,4.65,1.41,15.35,REVATIO + DYSPNOEA EXERTIONAL
LASIX,BLOOD COUNT ABNORMAL,3,4.65,1.44,15.06,LASIX + BLOOD COUNT ABNORMAL
LISINOPRIL,DECREASED APPETITE,6,4.64,2.0,10.78,LISINOPRIL + DECREASED APPETITE
ASPIRIN,HAEMATURIA,3,4.64,1.38,15.58,ASPIRIN + HAEMATURIA
FENTANYL,PAIN,3,4.63,1.39,15.43,FENTANYL + PAIN
METHOTREXATE,PNEUMONIA,6,4.62,1.99,10.74,METHOTREXATE + PNEUMONIA
TECFIDERA,VISUAL IMPAIRMENT,4,4.62,1.64,13.03,TECFIDERA + VISUAL IMPAIRMENT
TECFIDERA,INFLUENZA LIKE ILLNESS,4,4.62,1.64,13.03,TECFIDERA + INFLUENZA LIKE ILLNESS
HUMIRA,HYPERHIDROSIS,3,4.62,1.42,14.97,HUMIRA + HYPERHIDROSIS
SYNTHROID,ASTHENIA,11,4.61,2.44,8.7,SYNTHROID + ASTHENIA
FISH OIL,ANAEMIA,7,4.61,2.09,10.16,FISH OIL + ANAEMIA
AVASTIN,DEATH,3,4.61,1.37,15.53,AVASTIN + DEATH
ADCIRCA,NASAL CONGESTION,13,4.6,2.55,8.3,ADCIRCA + NASAL CONGESTION
OXYCODONE,ANAEMIA,4,4.6,1.63,12.99,OXYCODONE + ANAEMIA
OMEPRAZOLE,DEHYDRATION,4,4.58,1.64,12.78,OMEPRAZOLE + DEHYDRATION
SYNTHROID,FATIGUE,21,4.58,2.83,7.4,SYNTHROID + FATIGUE
WARFARIN,ARTHRALGIA,5,4.57,1.82,11.45,WARFARIN + ARTHRALGIA
REVATIO,OEDEMA,9,4.57,2.27,9.17,REVATIO + OEDEMA
AMPYRA,DRUG INEFFECTIVE,4,4.57,1.53,13.62,AMPYRA + DRUG INEFFECTIVE
LORAZEPAM,PYREXIA,3,4.57,1.4,14.92,LORAZEPAM + PYREXIA
PARACETAMOL,HYPERTENSION,3,4.55,1.41,14.72,PARACETAMOL + HYPERTENSION
NEURONTIN,PAIN,4,4.55,1.6,12.92,NEURONTIN + PAIN
JAKAFI,ACCIDENTAL OVERDOSE,4,4.54,1.28,16.13,JAKAFI + ACCIDENTAL OVERDOSE
SPIRONOLACTONE,HAEMOGLOBIN DECREASED,3,4.54,1.39,14.83,SPIRONOLACTONE + HAEMOGLOBIN DECREASED
SIMVASTATIN,PALPITATIONS,3,4.53,1.4,14.66,SIMVASTATIN + PALPITATIONS
VITAMIN D3,NAUSEA,5,4.52,1.75,11.66,VITAMIN D3 + NAUSEA
LETAIRIS,NO THERAPEUTIC RESPONSE,13,4.52,2.12,9.63,LETAIRIS + NO THERAPEUTIC RESPONSE
AMLODIPINE,VISION BLURRED,3,4.52,1.4,14.62,AMLODIPINE + VISION BLURRED
PREDNISONE,THROMBOCYTOPENIA,3,4.51,1.39,14.65,PREDNISONE + THROMBOCYTOPENIA
LYRICA,NEUROPATHY PERIPHERAL,4,4.51,1.61,12.62,LYRICA + NEUROPATHY PERIPHERAL
HYDREA,ASTHENIA,5,4.5,1.78,11.39,HYDREA + ASTHENIA
DEXAMETHASONE,PYREXIA,4,4.5,1.61,12.58,DEXAMETHASONE + PYREXIA
SIMVASTATIN,HYPOAESTHESIA,4,4.49,1.62,12.47,SIMVASTATIN + HYPOAESTHESIA
SIMVASTATIN.,FATIGUE,6,4.48,1.85,10.84,SIMVASTATIN. + FATIGUE
PRISTIQ,DRUG INEFFECTIVE,3,4.47,1.27,15.74,PRISTIQ + DRUG INEFFECTIVE
ATENOLOL,DEPRESSION,3,4.47,1.38,14.45,ATENOLOL + DEPRESSION
ATORVASTATIN,ANXIETY,4,4.47,1.61,12.41,ATORVASTATIN + ANXIETY
ZOLOFT,NAUSEA,7,4.47,2.0,9.96,ZOLOFT + NAUSEA
ADCIRCA,CHEST DISCOMFORT,6,4.45,1.89,10.48,ADCIRCA + CHEST DISCOMFORT
SEROQUEL,PAIN,3,4.45,1.34,14.8,SEROQUEL + PAIN
NORCO,DIARRHOEA,3,4.44,1.32,14.96,NORCO + DIARRHOEA
MAGNESIUM,DIARRHOEA,3,4.44,1.32,14.96,MAGNESIUM + DIARRHOEA
OMEPRAZOLE.,DIARRHOEA,3,4.44,1.32,14.96,OMEPRAZOLE. + DIARRHOEA
ASPIRIN,RECTAL HAEMORRHAGE,3,4.43,1.32,14.85,ASPIRIN + RECTAL HAEMORRHAGE
LEVOTHYROXINE,ARTHRALGIA,6,4.43,1.91,10.28,LEVOTHYROXINE + ARTHRALGIA
LASIX,EPISTAXIS,3,4.43,1.37,14.33,LASIX + EPISTAXIS
TYSABRI,CONFUSIONAL STATE,3,4.43,1.37,14.33,TYSABRI + CONFUSIONAL STATE
LISINOPRIL,NEUROPATHY PERIPHERAL,3,4.42,1.36,14.35,LISINOPRIL + NEUROPATHY PERIPHERAL
LYRICA,MYOCARDIAL INFARCTION,4,4.42,1.58,12.37,LYRICA + MYOCARDIAL INFARCTION
LEVOTHYROXINE,LOCAL SWELLING,3,4.42,1.36,14.31,LEVOTHYROXINE + LOCAL SWELLING
ZOFRAN,NAUSEA,4,4.41,1.53,12.68,ZOFRAN + NAUSEA
ADVIL,ASTHENIA,3,4.41,1.34,14.54,ADVIL + ASTHENIA
LISINOPRIL,CEREBROVASCULAR ACCIDENT,4,4.41,1.59,12.26,LISINOPRIL + CEREBROVASCULAR ACCIDENT
PREDNISOLONE,PNEUMONIA,3,4.41,1.36,14.3,PREDNISOLONE + PNEUMONIA
ASPIRIN,DECREASED APPETITE,12,4.4,2.39,8.12,ASPIRIN + DECREASED APPETITE
ASPIRIN,ATRIAL FIBRILLATION,4,4.4,1.54,12.54,ASPIRIN + ATRIAL FIBRILLATION
HUMIRA,ABDOMINAL PAIN,7,4.4,2.01,9.61,HUMIRA + ABDOMINAL PAIN
POTASSIUM,PLATELET COUNT DECREASED,3,4.4,1.35,14.34,POTASSIUM + PLATELET COUNT DECREASED
CYMBALTA,INSOMNIA,3,4.39,1.35,14.26,CYMBALTA + INSOMNIA
AMBIEN,INSOMNIA,3,4.39,1.35,14.26,AMBIEN + INSOMNIA
METHOTREXATE,DRUG INEFFECTIVE,19,4.39,2.65,7.28,METHOTREXATE + DRUG INEFFECTIVE
VICODIN,NAUSEA,5,4.39,1.71,11.29,VICODIN + NAUSEA
FOLIC ACID,HYPERHIDROSIS,3,4.38,1.35,14.2,FOLIC ACID + HYPERHIDROSIS
CALCIUM,WEIGHT DECREASED,4,4.38,1.58,12.18,CALCIUM + WEIGHT DECREASED
COUMADIN,RASH,5,4.38,1.74,10.98,COUMADIN + RASH
LEVOTHYROXINE,HYPERTENSION,4,4.35,1.57,12.09,LEVOTHYROXINE + HYPERTENSION
ZOCOR,ANAEMIA,3,4.35,1.32,14.36,ZOCOR + ANAEMIA
FUROSEMIDE.,ANAEMIA,3,4.35,1.32,14.36,FUROSEMIDE. + ANAEMIA
CELEBREX,ARTHRALGIA,3,4.35,1.34,14.08,CELEBREX + ARTHRALGIA
PREDNISONE,CHEST DISCOMFORT,3,4.34,1.34,14.07,PREDNISONE + CHEST DISCOMFORT
FUROSEMIDE,OEDEMA PERIPHERAL,4,4.34,1.56,12.04,FUROSEMIDE + OEDEMA PERIPHERAL
LIPITOR,BLINDNESS,5,4.33,1.61,11.65,LIPITOR + BLINDNESS
TYVASO,HEADACHE,27,4.33,2.84,6.6,TYVASO + HEADACHE
OMEPRAZOLE,WHITE BLOOD CELL COUNT DECREASED,3,4.33,1.33,14.08,OMEPRAZOLE + WHITE BLOOD CELL COUNT DECREASED
METHOTREXATE,PYREXIA,7,4.32,1.97,9.44,METHOTREXATE + PYREXIA
POTASSIUM,HAEMOGLOBIN DECREASED,3,4.32,1.32,14.08,POTASSIUM + HAEMOGLOBIN DECREASED
MAGNESIUM,FATIGUE,4,4.31,1.47,12.68,MAGNESIUM + FATIGUE
FISH OIL,HAEMOGLOBIN DECREASED,5,4.31,1.72,10.83,FISH OIL + HAEMOGLOBIN DECREASED
TECFIDERA,DYSPEPSIA,3,4.31,1.31,14.19,TECFIDERA + DYSPEPSIA
ZOMIG,DRUG INEFFECTIVE,4,4.31,1.45,12.79,ZOMIG + DRUG INEFFECTIVE
LISINOPRIL,ABDOMINAL PAIN UPPER,5,4.31,1.72,10.79,LISINOPRIL + ABDOMINAL PAIN UPPER
ASPIRIN,PLATELET COUNT DECREASED,18,4.31,2.6,7.13,ASPIRIN + PLATELET COUNT DECREASED
METOPROLOL,GASTROINTESTINAL HAEMORRHAGE,3,4.31,1.33,13.93,METOPROLOL + GASTROINTESTINAL HAEMORRHAGE
ADCIRCA,OROPHARYNGEAL PAIN,5,4.3,1.69,10.95,ADCIRCA + OROPHARYNGEAL PAIN
KEPPRA,PAIN,4,4.3,1.52,12.17,KEPPRA + PAIN
FUROSEMIDE.,DIARRHOEA,4,4.3,1.5,12.3,FUROSEMIDE. + DIARRHOEA
ALLOPURINOL,MYALGIA,3,4.29,1.33,13.91,ALLOPURINOL + MYALGIA
ENBREL,GAIT DISTURBANCE,3,4.29,1.33,13.84,ENBREL + GAIT DISTURBANCE
TYVASO,UNEVALUABLE EVENT,8,4.29,2.06,8.94,TYVASO + UNEVALUABLE EVENT
PARACETAMOL,HYPOAESTHESIA,3,4.28,1.33,13.83,PARACETAMOL + HYPOAESTHESIA
TECFIDERA,PRURITUS,11,4.27,2.27,8.04,TECFIDERA + PRURITUS
TYLENOL,DIARRHOEA,6,4.27,1.81,10.09,TYLENOL + DIARRHOEA
ASPIRIN,ANAEMIA,24,4.26,2.74,6.61,ASPIRIN + ANAEMIA
RANITIDINE,NAUSEA,4,4.25,1.48,12.19,RANITIDINE + NAUSEA
LETAIRIS,PULMONARY ARTERIAL HYPERTENSION,7,4.25,1.54,11.73,LETAIRIS + PULMONARY ARTERIAL HYPERTENSION
TYSABRI,CONTUSION,4,4.24,1.53,11.77,TYSABRI + CONTUSION
BYSTOLIC,DYSPNOEA,3,4.24,1.21,14.94,BYSTOLIC + DYSPNOEA
LEVOTHYROXINE,DECREASED APPETITE,5,4.24,1.7,10.61,LEVOTHYROXINE + DECREASED APPETITE
CENTRUM SILVER,TYPE 2 DIABETES MELLITUS,3,4.24,1.22,14.81,CENTRUM SILVER + TYPE 2 DIABETES MELLITUS
OMEPRAZOLE.,NAUSEA,3,4.24,1.26,14.29,OMEPRAZOLE. + NAUSEA
AVASTIN,NAUSEA,3,4.24,1.26,14.29,AVASTIN + NAUSEA
ALBUTEROL,DIZZINESS,4,4.24,1.47,12.22,ALBUTEROL + DIZZINESS
PREVACID,DIARRHOEA,3,4.24,1.26,14.23,PREVACID + DIARRHOEA
